Harper Lee;Anne Frank: The Diary of a Young Girl By Anne Frank;'Annes diary b The New York Times 100 books to be read                                                                         Korean Chinese English Franca I took away the life of a dreamy ordinary girl. But no situation has trampled Annes dreams and hopes. Anne had a friend named Kitty. In the diary of her diary, "Kitty," she received her 13th birthday present. She can observe the growth process, curiosity, and loneliness of a teenage girl living without losing love and hope. "Diary of Anne" is a diary of her parents from June 12, 1942, just before she moved to a hideout. She has a deep insight into her 25-month hiding life, family story, Anne wrote in detail in daily life around her daily life in a small room, a hideout. It is a record of life, a letter to a friend, and a monologue to himself. It was all of the life of a girl who was sensitive to dreams of a writer.';'Nonfiction, Biography, Memoir, Classics, Historical, Holocaust, Autobiography'
Harper Lee;Looking for Alaska;'Before. Miles Pudge Halter is done with his safe life at home. His whole life has been one big non-event, and his obsession with famous last words has only made him crave the Great Perhaps even more (Francois Rabelais, poet). He heads off to the sometimes crazy and anything-but-boring world of Culver Creek Boarding School, and his life becomes the opposite of safe. Because down the hall is Alaska Young. The gorgeous, clever, funny, sexy, self-destructive, screwed up, and utterly fascinating Alaska Young. She is an event unto herself. She pulls Pudge into her world, launches him into the Great Perhaps, and steals his heart. Then. . . . Nothing is ever the same.';'Young Adult, Fiction, Contemporary, Romance, Realistic Fiction, Coming Of Age, Teen'
Harper Lee;The Adventures of Huckleberry Finn;'A nineteenth-century boy from a Mississippi River town recounts his adventures as he travels down the river with a runaway slave, encountering a family involved in a feud, two scoundrels pretending to be royalty, and Tom Sawyer's aunt who mistakes him for Tom.';'Fiction, Classics, Historical Fiction, Literature, Adventure, Young Adult, School'
Harper Lee;Speak;'The first ten lies they tell you in high school.  "Speak up for yourselfwe want to know what you have to say."  From the first moment of her freshman year at Merryweather High, Melinda knows this is a big fat lie, part of the nonsense of high school. She is friendless, outcast, because she busted an end-of-summer party by calling the cops, so now nobody will talk to her, let alone listen to her. As time passes, she becomes increasingly isolated and practically stops talking altogether. Only her art class offers any solace, and it is through her work on an art project that she is finally able to face what really happened at that terrible party: she was raped by an upperclassman, a guy who still attends Merryweather and is still a threat to her. Her healing process has just begun when she has another violent encounter with him. But this time Melinda fights back, refuses to be silent, and thereby achieves a measure of vindication.  In Laurie Halse Anderson's powerful novel, an utterly believable heroine with a bitterly ironic voice delivers a blow to the hypocritical world of high school. She speaks for many a disenfranchised teenager while demonstrating the importance of speaking up for oneself.  was a 1999 National Book Award Finalist for Young People's Literature.';'Young Adult, Fiction, Contemporary, Realistic Fiction, Mental Health, Coming Of Age, Teen'
Harper Lee;Gender Queer: A Memoir;'In 2014, Maia Kobabe, who uses e/em/eir pronouns, thought that a comic of reading statistics would be the last autobiographical comic e would ever write. At the time, it was the only thing e felt comfortable with strangers knowing about em. Now, Gender Queer is here. Maia's intensely cathartic autobiography charts eir journey of self-identity, which includes the mortification and confusion of adolescent crushes, grappling with how to come out to family and society, bonding with friends over erotic gay fanfiction, and facing the trauma of pap smears. Started as a way to explain to eir family what it means to be nonbinary and asexual, Gender Queer is more than a personal story: it is a useful and touching guide on gender identitywhat it means and how to think about itfor advocates, friends, and humans everywhere.';'Graphic Novels, LGBT, Memoir, Nonfiction, Queer, Comics, Banned Books'
Harper Lee;Lolita;'The most famous and controversial novel from one of the greatest writers of the twentieth century tells the story of Humbert Humberts obsessive, devouring, and doomed passion for the nymphet Dolores Haze."The conjunction of a sense of humor with a sense of horror [results in] satire of a very special kind." The New YorkerAwe and exhilarationalong with heartbreak and mordant witabound in Lolita, which tells the story of the aging Humbert Humbert's obsession for the nymphet Dolores Haze. Lolita is also the story of a hypercivilized European colliding with the cheerful barbarism of postwar America. Most of all, it is a meditation on lovelove as outrage and hallucination, madness and transformation.';'Fiction, Literature, Russia, Novels, Romance, Russian Literature, Literary Fiction'
Harper Lee;All Boys Arent Blue;'In a series of personal essays, prominent journalist and LGBTQIA+ activist George M. Johnson explores his childhood, adolescence, and college years in New Jersey and Virginia. From the memories of getting his teeth kicked out by bullies at age five, to flea marketing with his loving grandmother, to his first sexual relationships, this young-adult memoir weaves together the trials and triumphs faced by Black queer boys.  Both a primer for teens eager to be allies as well as a reassuring testimony for young queer men of color, covers topics such as gender identity, toxic masculinity, brotherhood, family, structural marginalization, consent, and Black joy. Johnson's emotionally frank style of writing will appeal directly to young adults.';'Nonfiction, Memoir, LGBT, Audiobook, Queer, Banned Books, Biography'
Harper Lee;The Hunger Games;'Could you survive on your own in the wild, with every one out to make sure you don't live to see the morning?  In the ruins of a place once known as North America lies the nation of Panem, a shining Capitol surrounded by twelve outlying districts. The Capitol is harsh and cruel and keeps the districts in line by forcing them all to send one boy and one girl between the ages of twelve and eighteen to participate in the annual Hunger Games, a fight to the death on live TV.  Sixteen-year-old Katniss Everdeen, who lives alone with her mother and younger sister, regards it as a death sentence when she steps forward to take her sister's place in the Games. But Katniss has been close to dead beforeand survival, for her, is second nature. Without really meaning to, she becomes a contender. But if she is to win, she will have to start making choices that weight survival against humanity and life against love.';'Young Adult, Fiction, Fantasy, Science Fiction, Audiobook, Teen, Post Apocalyptic'
Harper Lee;Harry Potter and the Sorcerers Stone;'An alternative cover for this ASIN can be found here  "Turning the envelope over, his hand trembling, Harry saw a purple wax seal bearing a coat of arms; a lion, an eagle, a badger and a snake surrounding a large letter 'H'."  Harry Potter has never even heard of Hogwarts when the letters start dropping on the doormat at number four, Privet Drive. Addressed in green ink on yellowish parchment with a purple seal, they are swiftly confiscated by his grisly aunt and uncle. Then, on Harry's eleventh birthday, a great beetle-eyed giant of a man called Rubeus Hagrid bursts in with some astonishing news: Harry Potter is a wizard, and he has a place at Hogwarts School of Witchcraft and Wizardry. An incredible adventure is about to begin!'
Harper Lee;The Grapes of Wrath;'The Pulitzer Prize-winning epic of the Great Depression, a book that galvanizedand sometimes outragedmillions of readers.  First published in 1939, Steinbecks Pulitzer Prize-winning epic of the Great Depression chronicles the Dust Bowl migration of the 1930s and tells the story of one Oklahoma farm family, the Joadsdriven from their homestead and forced to travel west to the promised land of California. Out of their trials and their repeated collisions against the hard realities of an America divided into Haves and Have-Nots evolves a drama that is intensely human yet majestic in its scale and moral vision, elemental yet plainspoken, tragic but ultimately stirring in its human dignity. A portrait of the conflict between the powerful and the powerless, of one mans fierce reaction to injustice, and of one womans stoical strength, the novel captures the horrors of the Great Depression and probes into the very nature of equality and justice in America. At once a naturalistic epic, captivity narrative, road novel, and transcendental gospel, Steinbecks powerful landmark novel is perhaps the most American of American Classics.';'Classics, Fiction, Historical Fiction, Literature, Novels, School, American'
Harper Lee;Catch-22;'Fifty years after its original publication, Catch-22 remains a cornerstone of American literature and one of the funniestand most celebratedbooks of all time. In recent years it has been named to best novels lists by Time, Newsweek, the Modern Library, and the London Observer.  Set in Italy during World War II, this is the story of the incomparable, malingering bombardier, Yossarian, a hero who is furious because thousands of people he has never met are trying to kill him. But his real problem is not the enemyit is his own army, which keeps increasing the number of missions the men must fly to complete their service. Yet if Yossarian makes any attempt to excuse himself from the perilous missions hes assigned, hell be in violation of Catch-22, a hilariously sinister bureaucratic rule: a man is considered insane if he willingly continues to fly dangerous combat missions, but if he makes a formal request to be removed from duty, he is proven sane and therefore ineligible to be relieved.  This fiftieth-anniversary edition commemorates Joseph Hellers masterpiece with a new introduction by Christopher Buckley; a wealth of critical essays and reviews by Norman Mailer, Alfred Kazin, Anthony Burgess, and others
Harper Lee;A Clockwork Orange;'In Anthony Burgess's influential nightmare vision of the future, criminals take over after dark. Teen gang leader Alex narrates in fantastically inventive slang that echoes the violent intensity of youth rebelling against society. Dazzling and transgressive, A Clockwork Orange is a frightening fable about good and evil and the meaning of human freedom. This edition includes the controversial last chapter not published in the first edition, and Burgesss introduction, A Clockwork Orange Resucked.';'Fiction, Science Fiction, Dystopia, Horror, Literature, Novels, Banned Books'
Harper Lee;One Flew Over the Cuckoo's Nest;'Tyrannical Nurse Ratched rules her ward in an Oregon State mental hospital with a strict and unbending routine, unopposed by her patients, who remain cowed by mind-numbing medication and the threat of electric shock therapy. But her regime is disrupted by the arrival of McMurphy  the swaggering, fun-loving trickster with a devilish grin who resolves to oppose her rules on behalf of his fellow inmates. His struggle is seen through the eyes of Chief Bromden, a seemingly mute half-Indian patient who understands McMurphy's heroic attempt to do battle with the powers that keep them imprisoned. Ken Kesey's extraordinary first novel is an exuberant, ribald and devastatingly honest portrayal of the boundaries between sanity and madness.';'Fiction, Classics, Psychology, Literature, Novels, Mental Health, School'
Harper Lee;A Wrinkle in Time;'It was a dark and stormy night.  Out of this wild night, a strange visitor comes to the Murry house and beckons Meg, her brother Charles Wallace, and their friend Calvin O'Keefe on a most dangerous and extraordinary adventureone that will threaten their lives and our universe.  Winner of the 1963 Newbery Medal, A Wrinkle in Time is the first book in Madeleine L'Engle's classic Time Quintet.';'Fantasy, Fiction, Classics, Young Adult, Science Fiction, Childrens, Middle Grade'
Harper Lee;Bridge to Terabithia;'The 40th anniversary edition of the classic Newbery Medal-winning title by beloved author Katherine Paterson, with brand-new bonus materials including an author's note by Katherine herself and a foreword by New York Times bestselling author Kate DiCamillo.  Jess Aarons has been practicing all summer so he can be the fastest runner in the fifth grade. And he almost is, until the new girl in school, Leslie Burke, outpaces him. The two become fast friends and spend most days in the woods behind Leslie's house, where they invent an enchanted land called Terabithia. One morning, Leslie goes to Terabithia without Jess and a tragedy occurs. It will take the love of his family and the strength that Leslie has given him for Jess to be able to deal with his grief.  was also named an ALA Notable Childrens Book and has become a touchstone of childrens literature, as have many of Katherine Patersons other novels, including and .';'Fiction, Young Adult, Classics, Fantasy, Childrens, Middle Grade, Realistic Fiction'
Harper Lee;Thirteen Reasons Why;'You cant stop the future. You cant rewind the past. The only way to learn the secret . . . is to press play.  Clay Jensen returns home from school to find a strange package with his name on it lying on his porch. Inside he discovers several cassette tapes recorded by Hannah Bakerhis classmate and crushwho committed suicide two weeks earlier. Hannahs voice tells him that there are thirteen reasons why she decided to end her life. Clay is one of them. If he listens, hell find out why.  Clay spends the night crisscrossing his town with Hannah as his guide. He becomes a firsthand witness to Hannahs pain, and as he follows Hannahs recorded words throughout his town, what he discovers changes his life forever.';'Young Adult, Fiction, Contemporary, Realistic Fiction, Mystery, Mental Health, Teen'
Harper Lee;And Tango Makes Three;'In the zoo there are all kinds of animal families. But Tango's family is not like any of the others.  This illustrated children's book fictionalizes the true story of two male penguins who became partners and raised a penguin chick in the Central Park Zoo.  At the penguin house at the Central Park Zoo, two penguins named Roy and Silo were a little bit different from the others. But their desire for a family was the same. And with the help of a kindly zookeeper, Roy and Silo got the chance to welcome a baby penguin of their very own!  is the co-author of His advice to parents has been featured in the and on and  is a playwright whose most recent play, was produced on Broadway. He was a co-producer of the television show  is an extremely versatile artist who has illustrated numerous picture books, including by Harvey Fierstein.  (ISBN 0-689-87845-1)';'Picture Books, LGBT, Banned Books, Childrens, Animals, Nonfiction, Family'
Harper Lee;The Outsiders;'No one ever said life was easy. But Ponyboy is pretty sure that he's got things figured out. He knows that he can count on his brothers, Darry and Sodapop. And he knows that he can count on his friends - true friends who would do anything for him, like Johnny and Two-Bit. And when it comes to the beating up on "greasers" like him and his friends - he knows that he can count on them for trouble. But one night someone takes things too far, and Ponyboy's world is turned upside down...';'Classics, Young Adult, Fiction, School, Read For School, Coming Of Age, Realistic Fiction'
Harper Lee;Are You There God? Its Me, Margaret;'Margaret Simon, almost twelve, likes long hair, tuna fish, the smell of rain, and things that are pink. Shes just moved from New York City to Farbrook, New Jersey, and is anxious to fit in with her new friendsNancy, Gretchen, and Janie. When they form a secret club to talk about private subjects like boys, bras, and getting their first periods, Margaret is happy to belong.  But none of them can believe Margaret doesnt have religion, and that she isnt going to the Y or the Jewish Community Center. What they dont know is Margaret has her own very special relationship with God. She can talk to God about everythingfamily, friends, even Moose Freed, her secret crush.  Margaret is funny and real, and her thoughts and feelings are oh-so-relatableyoull feel like shes talking right to you, sharing her secrets with a friend.';'Young Adult, Fiction, Childrens, Classics, Middle Grade, Coming Of Age, Realistic Fiction'
Harper Lee;Their Eyes Were Watching God;'Fair and long-legged, independent and articulate, Janie Crawford sets out to be her own personno mean feat for a black woman in the '30s. Janie's quest for identity takes her through three marriages and into a journey back to her roots.';'Classics, Fiction, Historical Fiction, School, African American, Literature, Feminism'
Harper Lee;Melissa;'When people look at George, they think they see a boy. But she knows she's not a boy. She knows she's a girl.  George thinks she'll have to keep this a secret forever. Then her teacher announces that their class play is going to be Charlotte's Web. George really, really, REALLY wants to play Charlotte. But the teacher says she can't even try out for the part . . . because she's a boy.  With the help of her best friend, Kelly, George comes up with a plan. Not just so she can be Charlotte -- but so everyone can know who she is, once and for all.';'LGBT, Middle Grade, Fiction, Contemporary, Realistic Fiction, Queer, Young Adult'
Harper Lee;Lady Chatterleys Lover;'Lawrence's frank portrayal of an extramarital affair and the explicit sexual explorations of its central characters caused this controversial book, now considered a masterpiece, to be banned as pornography until 1960.';'Fiction, Romance, Classics, Literature, Banned Books, Historical Fiction, Novels'
Harper Lee;Go Ask Alice;'It started when she was served a soft drink laced with LSD in a dangerous party game. Within months, she was hooked, trapped in a downward spiral that took her from her comfortable home and loving family to the mean streets of an unforgiving city. It was a journey that would rob her of her innocence, her youth -- and ultimately her life.  Read her diary.  Enter her world.  You will never forget her.';'Young Adult, Fiction, Classics, Contemporary, Mental Health, Banned Books, Realistic Fiction'
